OrderID,OrderDate,CustomerID,PaymentMethod,OrderStatus
O03827,2025-02-02,C0454,UPI,Delivered
O03828,2026-02-11,C0439,Credit Card,Delivered
O03829,2024-08-08,C0825,UPI,Delivered
O03830,2025-08-17,C0364,UPI,Delivered
O03831,2024-06-30,C0983,Credit Card,Delivered
O03832,2024-11-02,C0766,Credit Card,Delivered
O03833,2025-06-05,C0481,Credit Card,Cancelled
O03834,2025-01-30,C0144,UPI,Delivered
O03835,2024-01-04,C0024,COD,Cancelled
O03836,2026-05-12,C0965,Credit Card,Delivered
O03837,2026-07-02,C0425,UPI,Delivered
O03838,2026-04-27,C0746,UPI,Delivered
O03839,2026-03-14,C0845,UPI,Delivered
O03840,2024-10-07,C0175,UPI,Delivered
O03841,2024-08-02,C0844,UPI,Delivered
O03842,2025-09-01,C0325,Debit Card,Delivered
O03843,2025-02-23,C0869,Debit Card,Delivered
O03844,2024-04-10,C0671,Credit Card,Delivered
O03845,2025-06-04,C0860,Net Banking,Delivered
O03846,2025-07-26,C0348,UPI,Delivered
O03847,2024-11-04,C0798,COD,Delivered
O03848,2025-10-19,C0018,UPI,Delivered
O03849,2026-07-27,C0044,Debit Card,Delivered
O03850,2026-07-19,C0155,UPI,Delivered
O03851,2025-05-24,C0867,COD,Delivered
O03852,2024-03-03,C0922,Credit Card,Delivered
O03853,2025-09-24,C0377,UPI,Delivered
O03854,2024-08-13,C0743,Debit Card,Delivered
O03855,2024-04-14,C0883,UPI,Cancelled
O03856,2026-02-10,C0828,Net Banking,Delivered
O03857,2026-05-10,C0402,Debit Card,Delivered
O03858,2025-02-28,C0225,UPI,Delivered
O03859,2024-09-11,C0217,Credit Card,Delivered
O03860,2025-03-04,C0568,UPI,Delivered
O03861,2025-03-09,C0031,Debit Card,Delivered
O03862,2024-07-25,C0869,UPI,Delivered
O03863,2024-01-28,C0059,Credit Card,Delivered
O03864,2025-11-12,C0892,COD,Delivered
O03865,2024-12-01,C0898,UPI,Delivered
O03866,2025-08-10,C0353,COD,Delivered
O03867,2025-09-19,C0935,Debit Card,Delivered
O03868,2024-03-09,C0445,UPI,Delivered
O03869,2026-05-15,C0235,Credit Card,Delivered
O03870,2026-01-15,C0107,Debit Card,Delivered
O03871,2025-05-27,C0191,Credit Card,Delivered
O03872,2024-06-15,C0992,UPI,Delivered
O03873,2026-05-13,C0530,UPI,Delivered
O03874,2025-12-30,C0913,Net Banking,Delivered
O03875,2026-02-23,C0738,Debit Card,Returned
O03876,2025-01-02,C0679,Credit Card,Delivered
O03877,2024-09-07,C0583,UPI,Delivered
O03878,2026-05-08,C0874,Net Banking,Delivered
O03879,2026-05-05,C0566,COD,Delivered
O03880,2026-07-19,C0245,UPI,Delivered
O03881,2025-11-16,C0995,UPI,Delivered
O03882,2024-06-18,C0862,COD,Delivered
O03883,2026-01-27,C0076,Net Banking,Delivered
O03884,2026-07-23,C0547,Debit Card,Returned
O03885,2024-03-30,C0267,COD,Delivered
O03886,2025-07-14,C0317,Debit Card,Delivered
O03887,2025-03-21,C0812,UPI,Delivered
O03888,2024-10-20,C0121,Debit Card,Delivered
O03889,2026-07-07,C0836,Debit Card,Delivered
O03890,2024-05-29,C0025,COD,Delivered
O03891,2024-05-11,C0432,UPI,Delivered
O03892,2025-03-08,C0160,Credit Card,Delivered
O03893,2024-02-28,C0596,Net Banking,Delivered
O03894,2026-04-15,C0114,UPI,Delivered
O03895,2024-07-17,C0735,Credit Card,Returned
O03896,2024-08-02,C0900,COD,Delivered
O03897,2026-06-16,C0502,Credit Card,Delivered
O03898,2025-07-14,C0166,Debit Card,Delivered
O03899,2025-04-16,C0703,COD,Delivered
O03900,2026-01-13,C0175,UPI,Delivered
O03901,2024-09-03,C0001,COD,Delivered
O03902,2025-01-16,C0899,Debit Card,Delivered
O03903,2024-08-26,C0741,Credit Card,Delivered
O03904,2026-07-15,C0086,Credit Card,Delivered
O03905,2025-01-01,C0574,COD,Delivered
O03906,2024-06-16,C0320,UPI,Delivered
O03907,2025-07-13,C0401,UPI,Delivered
O03908,2024-02-20,C0382,UPI,Delivered
O03909,2026-03-21,C0718,UPI,Delivered
O03910,2025-09-01,C0617,Credit Card,Delivered
O03911,2025-12-28,C0318,COD,Delivered
O03912,2025-11-19,C0803,COD,Delivered
O03913,2025-01-14,C0250,UPI,Delivered
O03914,2025-04-18,C0525,Credit Card,Delivered
O03915,2024-03-20,C0675,Debit Card,Cancelled
O03916,2025-11-27,C0555,UPI,Delivered
O03917,2025-01-01,C0898,Net Banking,Delivered
O03918,2025-04-05,C0952,COD,Cancelled
O03919,2026-06-29,C0623,COD,Delivered
O03920,2025-06-22,C0717,Credit Card,Delivered
O03921,2025-03-27,C0896,Credit Card,Delivered
O03922,2025-04-08,C0256,UPI,Delivered
O03923,2025-04-22,C0307,Credit Card,Delivered
O03924,2026-07-14,C0950,Credit Card,Delivered
O03925,2025-02-23,C0144,COD,Delivered
O03926,2025-12-07,C0658,COD,Delivered
O03927,2024-08-01,C0391,COD,Delivered
O03928,2025-01-03,C0813,COD,Delivered
O03929,2026-05-03,C0676,UPI,Delivered
O03930,2024-04-23,C0169,Debit Card,Delivered
O03931,2026-01-23,C0990,UPI,Delivered
O03932,2025-05-17,C0298,UPI,Cancelled
O03933,2025-09-27,C0233,Credit Card,Delivered
O03934,2026-03-27,C0903,Debit Card,Delivered
O03935,2025-08-10,C0271,Debit Card,Delivered
O03936,2024-11-06,C0060,UPI,Delivered
O03937,2025-04-13,C0296,UPI,Delivered
O03938,2026-04-03,C0467,UPI,Delivered
O03939,2025-12-08,C0235,UPI,Delivered
O03940,2026-05-12,C0677,UPI,Delivered
O03941,2024-02-13,C0706,Debit Card,Delivered
O03942,2025-02-18,C0234,Net Banking,Delivered
O03943,2025-11-28,C0368,Credit Card,Delivered
O03944,2026-05-04,C0695,Debit Card,Delivered
O03945,2024-09-02,C0845,UPI,Delivered
O03946,2024-03-24,C0232,COD,Delivered
O03947,2024-07-25,C0873,UPI,Delivered
O03948,2024-05-30,C0491,Net Banking,Delivered
O03949,2025-10-29,C0619,COD,Delivered
O03950,2025-06-11,C0503,COD,Delivered
O03951,2024-06-13,C0890,UPI,Delivered
O03952,2026-07-05,C0735,Debit Card,Delivered
O03953,2024-05-24,C0592,UPI,Delivered
O03954,2024-02-06,C0746,UPI,Delivered
O03955,2024-11-28,C0381,UPI,Delivered
O03956,2025-02-06,C0696,COD,Delivered
O03957,2025-02-17,C0428,COD,Delivered
O03958,2024-02-14,C0697,UPI,Delivered
O03959,2025-02-05,C0646,Credit Card,Delivered
O03960,2024-07-24,C0732,COD,Delivered
O03961,2024-03-02,C0800,Credit Card,Delivered
O03962,2025-02-23,C0364,Credit Card,Cancelled
O03963,2026-05-17,C0202,Credit Card,Delivered
O03964,2025-04-12,C0882,Net Banking,Delivered
O03965,2026-03-30,C0146,Credit Card,Delivered
O03966,2024-01-19,C0836,Net Banking,Delivered
O03967,2024-12-30,C0639,Credit Card,Delivered
O03968,2024-10-26,C0457,UPI,Delivered
O03969,2024-01-07,C0135,UPI,Delivered
O03970,2026-01-30,C0626,UPI,Delivered
O03971,2025-03-03,C0264,Credit Card,Delivered
O03972,2024-04-26,C0064,UPI,Delivered
O03973,2025-08-02,C0491,Net Banking,Delivered
O03974,2025-05-21,C0647,Credit Card,Delivered
O03975,2025-06-29,C0041,Net Banking,Delivered
O03976,2025-12-06,C0296,COD,Delivered
O03977,2024-11-20,C0003,Net Banking,Delivered
O03978,2024-02-24,C0913,COD,Delivered
O03979,2026-02-16,C0706,Credit Card,Delivered
O03980,2024-02-11,C0975,UPI,Delivered
O03981,2024-10-23,C0110,COD,Delivered
O03982,2024-08-18,C0221,COD,Delivered
O03983,2025-03-28,C0370,COD,Delivered
O03984,2026-06-08,C0368,Debit Card,Delivered
O03985,2025-01-28,C0436,Debit Card,Delivered
O03986,2025-06-05,C0918,UPI,Delivered
O03987,2024-12-23,C0004,Debit Card,Delivered
O03988,2025-03-19,C0244,UPI,Delivered
O03989,2024-05-07,C0902,UPI,Delivered
O03990,2025-11-21,C0166,Credit Card,Delivered
O03991,2025-02-08,C0026,Credit Card,Delivered
O03992,2025-01-26,C0395,UPI,Delivered
O03993,2024-07-11,C0474,Net Banking,Delivered
O03994,2025-08-26,C0017,COD,Delivered
O03995,2026-05-30,C0728,Debit Card,Delivered
O03996,2026-01-12,C0092,Credit Card,Delivered
O03997,2024-03-18,C0483,COD,Delivered
O03998,2024-03-25,C0543,UPI,Delivered
O03999,2024-01-30,C0205,Debit Card,Delivered
O04000,2025-12-25,C0502,UPI,Delivered
O04001,2024-02-18,C0931,Credit Card,Delivered
O04002,2026-02-15,C0400,Credit Card,Delivered
O04003,2024-05-24,C0207,Debit Card,Delivered
O04004,2024-03-09,C0619,UPI,Delivered
O04005,2024-02-27,C0146,UPI,Delivered
O04006,2025-11-27,C0879,Credit Card,Delivered
O04007,2025-07-27,C0101,Credit Card,Returned
O04008,2025-04-23,C0880,Debit Card,Delivered
O04009,2026-03-30,C0830,UPI,Delivered
O04010,2025-03-20,C0880,Credit Card,Delivered
O04011,2024-10-22,C0241,UPI,Delivered
O04012,2025-11-08,C0923,UPI,Delivered
O04013,2024-06-19,C0759,Credit Card,Delivered
O04014,2025-07-28,C0163,Debit Card,Cancelled
O04015,2024-05-26,C0884,UPI,Delivered
O04016,2025-04-28,C0173,UPI,Delivered
O04017,2024-11-01,C0502,Credit Card,Delivered
O04018,2025-11-03,C0547,UPI,Delivered
O04019,2025-10-14,C0284,Credit Card,Delivered
O04020,2026-04-25,C0359,Credit Card,Delivered
O04021,2025-08-31,C0381,UPI,Delivered
O04022,2025-03-21,C0870,UPI,Delivered
O04023,2024-08-08,C0905,COD,Delivered
O04024,2025-07-08,C0972,Debit Card,Returned
O04025,2026-03-14,C0911,Debit Card,Delivered
O04026,2025-01-12,C0533,Credit Card,Delivered
O04027,2025-09-11,C0820,Debit Card,Delivered
O04028,2024-09-22,C0163,COD,Delivered
O04029,2024-04-04,C0609,Debit Card,Delivered
O04030,2024-09-18,C0307,UPI,Delivered
O04031,2026-04-04,C0339,Credit Card,Delivered
O04032,2026-06-15,C0055,Credit Card,Delivered
O04033,2024-03-11,C0983,Credit Card,Delivered
O04034,2024-08-06,C0333,Credit Card,Delivered
O04035,2025-06-16,C0127,COD,Delivered
O04036,2024-04-01,C0940,Debit Card,Delivered
O04037,2024-05-06,C0705,UPI,Delivered
O04038,2024-03-20,C0243,UPI,Delivered
O04039,2026-04-03,C0861,Credit Card,Delivered
O04040,2024-08-25,C0600,UPI,Returned
O04041,2025-01-06,C0848,UPI,Delivered
O04042,2026-07-04,C0409,Credit Card,Delivered
O04043,2025-04-30,C0503,Credit Card,Delivered
O04044,2025-11-24,C0727,COD,Delivered
O04045,2024-01-25,C0604,UPI,Returned
O04046,2024-06-04,C0303,UPI,Delivered
O04047,2025-05-31,C0464,UPI,Delivered
O04048,2025-09-23,C0235,Credit Card,Delivered
O04049,2026-02-27,C0696,UPI,Delivered
O04050,2025-06-13,C0038,Debit Card,Delivered
O04051,2026-07-31,C0139,UPI,Delivered
O04052,2025-12-10,C0195,Credit Card,Delivered
O04053,2024-02-26,C0527,Net Banking,Delivered
O04054,2025-08-27,C0769,UPI,Delivered
O04055,2024-01-19,C0647,Credit Card,Delivered
O04056,2025-01-18,C0001,Credit Card,Delivered
O04057,2026-05-14,C0561,Net Banking,Delivered
O04058,2024-07-11,C0096,Credit Card,Delivered
O04059,2024-08-24,C0713,Credit Card,Delivered
O04060,2025-01-21,C0413,Net Banking,Delivered
O04061,2025-03-01,C0538,Credit Card,Delivered
O04062,2024-10-03,C0855,Credit Card,Cancelled
O04063,2024-08-14,C0429,UPI,Delivered
O04064,2026-01-14,C0235,Debit Card,Returned
O04065,2025-07-05,C0349,COD,Delivered
O04066,2024-11-18,C0756,COD,Delivered
O04067,2024-06-01,C0870,COD,Delivered
O04068,2025-09-30,C0481,Net Banking,Delivered
O04069,2024-08-24,C0839,Debit Card,Delivered
O04070,2024-02-24,C0396,Net Banking,Delivered
O04071,2025-03-11,C0351,Credit Card,Delivered
O04072,2025-11-14,C0416,Credit Card,Delivered
O04073,2024-04-18,C0886,UPI,Returned
O04074,2026-05-15,C0916,UPI,Delivered
O04075,2024-07-02,C0887,Net Banking,Returned
O04076,2025-01-02,C0051,Credit Card,Delivered
O04077,2024-07-16,C0081,UPI,Delivered
O04078,2025-01-05,C0036,UPI,Delivered
O04079,2025-01-07,C0067,COD,Cancelled
O04080,2025-05-11,C0641,Debit Card,Delivered
O04081,2025-08-21,C0882,Credit Card,Delivered
O04082,2024-07-19,C0667,Credit Card,Delivered
O04083,2026-04-28,C0757,Credit Card,Delivered
O04084,2025-05-23,C0623,UPI,Delivered
O04085,2024-11-17,C0680,Credit Card,Delivered
O04086,2024-10-01,C0481,Net Banking,Delivered
O04087,2024-07-29,C0468,Credit Card,Delivered
O04088,2025-05-18,C0142,Credit Card,Delivered
O04089,2026-06-21,C0356,UPI,Delivered
O04090,2024-04-27,C0709,Credit Card,Delivered
O04091,2025-12-03,C0471,UPI,Returned
O04092,2025-07-07,C0621,Credit Card,Delivered
O04093,2024-02-11,C0888,Credit Card,Delivered
O04094,2024-11-10,C0591,Net Banking,Delivered
O04095,2026-02-26,C0902,Credit Card,Delivered
O04096,2024-11-24,C0673,UPI,Delivered
O04097,2024-01-17,C0439,Credit Card,Delivered
O04098,2024-10-09,C0531,Debit Card,Delivered
O04099,2026-07-31,C0127,UPI,Delivered
O04100,2024-09-14,C0205,Debit Card,Delivered
O04101,2025-07-28,C0029,COD,Delivered
O04102,2025-07-27,C0445,UPI,Delivered
O04103,2025-09-03,C0966,Debit Card,Delivered
O04104,2024-01-19,C0719,Net Banking,Delivered
O04105,2025-06-12,C0464,Credit Card,Delivered
O04106,2026-04-16,C0280,Debit Card,Delivered
O04107,2025-02-26,C0151,UPI,Cancelled
O04108,2025-04-10,C0240,UPI,Delivered
O04109,2025-01-07,C0266,Debit Card,Delivered
O04110,2026-01-27,C0694,Debit Card,Delivered
O04111,2026-02-01,C0105,COD,Delivered
O04112,2024-03-21,C0937,UPI,Delivered
O04113,2025-07-04,C0433,Credit Card,Delivered
O04114,2025-07-01,C0913,UPI,Delivered
O04115,2025-02-27,C0497,UPI,Delivered
O04116,2025-03-04,C0440,Credit Card,Delivered
O04117,2025-01-22,C0748,Credit Card,Cancelled
O04118,2026-07-09,C0685,UPI,Delivered
O04119,2025-12-09,C0158,UPI,Delivered
O04120,2025-10-31,C0172,Credit Card,Delivered
O04121,2024-07-22,C0494,COD,Delivered
O04122,2024-07-14,C0970,Net Banking,Delivered
O04123,2025-12-28,C0311,UPI,Delivered
O04124,2024-10-11,C0403,COD,Delivered
O04125,2024-07-14,C0669,Debit Card,Delivered
O04126,2024-11-02,C0770,COD,Delivered
O04127,2025-10-25,C0676,UPI,Delivered
O04128,2024-01-14,C0659,Credit Card,Delivered
O04129,2026-04-16,C0903,COD,Delivered
O04130,2024-05-25,C0666,UPI,Delivered
O04131,2026-07-26,C0463,COD,Delivered
O04132,2024-02-26,C0367,Net Banking,Delivered
O04133,2025-12-23,C0550,COD,Delivered
O04134,2026-02-18,C0643,UPI,Returned
O04135,2024-07-28,C0870,UPI,Cancelled
O04136,2025-06-12,C0255,UPI,Delivered
O04137,2026-03-08,C0208,COD,Delivered
O04138,2024-12-09,C0450,UPI,Delivered
O04139,2025-12-15,C0095,Credit Card,Delivered
O04140,2025-09-02,C0860,Credit Card,Delivered
O04141,2024-10-05,C0839,Credit Card,Delivered
O04142,2024-07-27,C0478,UPI,Delivered
O04143,2025-10-02,C0683,Credit Card,Delivered
O04144,2024-11-30,C0762,Net Banking,Returned
O04145,2024-10-14,C0190,UPI,Delivered
O04146,2024-09-08,C0711,COD,Delivered
O04147,2024-09-21,C0484,Debit Card,Delivered
O04148,2024-09-27,C0733,Debit Card,Delivered
O04149,2026-07-12,C0536,Debit Card,Delivered
O04150,2026-07-08,C0756,UPI,Delivered
O04151,2025-11-30,C0423,Credit Card,Delivered
O04152,2025-02-22,C0836,Net Banking,Delivered
O04153,2025-12-26,C0640,UPI,Delivered
O04154,2026-03-05,C0605,Credit Card,Delivered
O04155,2024-07-29,C0812,UPI,Delivered
O04156,2024-12-30,C0133,Debit Card,Delivered
O04157,2024-03-16,C0055,Credit Card,Delivered
O04158,2025-10-21,C0989,Credit Card,Delivered
O04159,2024-11-16,C0510,UPI,Delivered
O04160,2025-12-25,C0670,COD,Delivered
O04161,2025-03-08,C0541,UPI,Delivered
O04162,2024-04-18,C0410,Debit Card,Delivered
O04163,2025-10-02,C0211,Credit Card,Delivered
O04164,2025-06-05,C0666,Net Banking,Delivered
O04165,2024-02-16,C0293,UPI,Delivered
O04166,2025-01-13,C0987,Net Banking,Delivered
O04167,2026-04-06,C0734,Credit Card,Delivered
O04168,2024-04-05,C0115,Credit Card,Delivered
O04169,2024-04-12,C0949,Debit Card,Cancelled
O04170,2026-06-10,C0670,Net Banking,Delivered
O04171,2026-05-03,C0259,Debit Card,Delivered
O04172,2024-05-25,C0763,COD,Delivered
O04173,2026-05-29,C0122,UPI,Delivered
O04174,2026-07-30,C0299,COD,Delivered
O04175,2026-07-16,C0775,UPI,Delivered
O04176,2024-01-27,C0381,Debit Card,Cancelled
O04177,2026-01-01,C0561,Credit Card,Cancelled
O04178,2025-06-13,C0889,Credit Card,Delivered
O04179,2025-11-09,C0841,UPI,Delivered
O04180,2024-03-22,C0501,Credit Card,Delivered
O04181,2025-03-03,C0297,UPI,Delivered
O04182,2025-08-06,C0362,Credit Card,Delivered
O04183,2026-04-01,C0589,UPI,Delivered
O04184,2025-04-23,C0463,Credit Card,Delivered
O04185,2026-02-04,C0438,UPI,Returned
O04186,2024-06-10,C0127,UPI,Delivered
O04187,2026-04-18,C0197,UPI,Delivered
O04188,2026-07-20,C0221,Credit Card,Delivered
O04189,2025-02-05,C0995,Net Banking,Delivered
O04190,2025-05-22,C0091,COD,Delivered
O04191,2024-02-07,C0411,UPI,Delivered
O04192,2025-05-25,C0008,Debit Card,Delivered
O04193,2025-01-27,C0544,Debit Card,Delivered
O04194,2025-12-13,C0468,Credit Card,Cancelled
O04195,2025-05-08,C0320,Debit Card,Cancelled
O04196,2024-07-18,C0394,UPI,Delivered
O04197,2024-09-11,C0269,Credit Card,Delivered
O04198,2024-06-27,C0191,Credit Card,Delivered
O04199,2025-06-30,C0861,UPI,Delivered
O04200,2025-08-16,C0675,Debit Card,Delivered
O04201,2025-01-23,C0061,Credit Card,Delivered
O04202,2025-02-01,C0438,UPI,Delivered
O04203,2026-01-01,C0264,Credit Card,Delivered
O04204,2024-06-06,C0797,Net Banking,Delivered
O04205,2024-01-04,C0095,Net Banking,Delivered
O04206,2024-06-15,C0553,Debit Card,Delivered
O04207,2025-04-12,C0926,Credit Card,Delivered
O04208,2025-02-12,C0470,Credit Card,Delivered
O04209,2025-02-15,C0661,Credit Card,Delivered
O04210,2024-07-22,C0716,UPI,Delivered
O04211,2024-07-12,C0779,Credit Card,Delivered
O04212,2024-08-22,C0514,Credit Card,Delivered
O04213,2025-12-18,C0690,Credit Card,Delivered
O04214,2024-05-29,C0937,COD,Returned
O04215,2024-06-07,C0194,Net Banking,Delivered
O04216,2024-10-05,C0482,UPI,Delivered
O04217,2026-03-26,C0899,UPI,Delivered
O04218,2025-02-07,C0336,UPI,Delivered
O04219,2026-06-11,C0435,Debit Card,Delivered
O04220,2025-11-08,C0196,Debit Card,Delivered
O04221,2024-11-06,C0855,COD,Delivered
O04222,2024-03-08,C0249,Credit Card,Delivered
O04223,2025-04-07,C0498,Net Banking,Delivered
O04224,2024-03-28,C0212,Credit Card,Delivered
O04225,2024-08-04,C0665,COD,Delivered
O04226,2024-01-01,C0670,Debit Card,Delivered
O04227,2024-05-14,C0466,Debit Card,Delivered
O04228,2025-11-27,C0874,Credit Card,Cancelled
O04229,2024-12-16,C0651,Debit Card,Cancelled
O04230,2024-05-19,C0221,Credit Card,Delivered
O04231,2025-09-09,C0273,UPI,Delivered
O04232,2024-05-12,C0154,UPI,Delivered
O04233,2025-09-11,C0249,Credit Card,Returned
O04234,2024-06-26,C0279,Credit Card,Delivered
O04235,2026-03-20,C0440,UPI,Delivered
O04236,2024-12-23,C0948,UPI,Delivered
O04237,2025-01-14,C0816,UPI,Delivered
O04238,2026-06-26,C0276,Credit Card,Delivered
O04239,2026-05-20,C0514,UPI,Delivered
O04240,2025-10-19,C0088,UPI,Delivered
O04241,2025-03-25,C0799,UPI,Delivered
O04242,2025-08-08,C0923,UPI,Delivered
O04243,2025-04-07,C0642,Net Banking,Delivered
O04244,2024-04-17,C0505,UPI,Delivered
O04245,2024-05-01,C0590,Debit Card,Delivered
O04246,2024-01-17,C0772,Credit Card,Delivered
O04247,2024-07-14,C0241,COD,Delivered
O04248,2024-11-22,C0653,UPI,Delivered
O04249,2024-11-13,C0740,UPI,Delivered
O04250,2026-03-19,C0675,UPI,Delivered
O04251,2025-04-23,C0236,UPI,Delivered
O04252,2024-09-08,C0128,Debit Card,Delivered
O04253,2025-05-17,C0503,UPI,Delivered
O04254,2024-04-28,C0200,UPI,Delivered
O04255,2025-11-04,C0962,COD,Delivered
O04256,2025-12-10,C0902,Credit Card,Delivered
O04257,2025-05-12,C0543,UPI,Delivered
O04258,2025-04-30,C0502,UPI,Delivered
O04259,2024-02-14,C0650,UPI,Delivered
O04260,2024-11-09,C0492,COD,Delivered
O04261,2024-06-27,C0021,Net Banking,Delivered
O04262,2026-06-12,C0234,Net Banking,Returned
O04263,2025-02-21,C0714,COD,Delivered
O04264,2025-07-09,C0791,Credit Card,Delivered
O04265,2026-02-21,C0643,UPI,Delivered
O04266,2024-03-18,C0416,Credit Card,Delivered
O04267,2024-11-21,C0148,Debit Card,Cancelled
O04268,2025-11-20,C0970,COD,Delivered
O04269,2024-12-22,C0029,Credit Card,Delivered
O04270,2025-02-19,C0361,Credit Card,Delivered
O04271,2025-05-29,C0308,COD,Delivered
O04272,2024-08-01,C0883,UPI,Delivered
O04273,2026-05-03,C0942,COD,Delivered
O04274,2024-03-14,C0162,UPI,Delivered
O04275,2025-07-16,C0869,Credit Card,Delivered
O04276,2025-08-01,C0852,UPI,Delivered
O04277,2025-05-23,C0061,Debit Card,Delivered
O04278,2024-11-27,C0125,Credit Card,Delivered
O04279,2024-04-02,C0456,Credit Card,Delivered
O04280,2025-11-18,C0071,COD,Delivered
O04281,2025-10-18,C0838,Debit Card,Delivered
O04282,2025-06-02,C0907,Debit Card,Delivered
O04283,2024-09-25,C0876,UPI,Delivered
O04284,2025-01-10,C0466,COD,Delivered
O04285,2026-04-13,C0243,UPI,Delivered
O04286,2024-01-04,C0490,UPI,Returned
O04287,2024-05-17,C0761,UPI,Delivered
O04288,2024-08-18,C0221,Credit Card,Delivered
O04289,2025-08-22,C0473,COD,Delivered
O04290,2025-06-12,C0959,UPI,Cancelled
O04291,2024-02-21,C0533,Credit Card,Returned
O04292,2025-10-07,C0494,Net Banking,Returned
O04293,2025-12-23,C0899,Debit Card,Delivered
O04294,2024-11-20,C0082,Net Banking,Delivered
O04295,2026-06-23,C0856,UPI,Delivered
O04296,2025-12-31,C0879,Debit Card,Delivered
O04297,2025-12-17,C0998,UPI,Delivered
O04298,2025-12-23,C0522,COD,Delivered
O04299,2024-10-03,C0923,Credit Card,Delivered
O04300,2025-06-19,C0012,Debit Card,Delivered
O04301,2025-04-30,C0263,UPI,Delivered
O04302,2025-05-30,C0657,UPI,Returned
O04303,2024-05-31,C0449,UPI,Returned
O04304,2025-04-27,C0192,Credit Card,Delivered
O04305,2024-09-15,C0762,UPI,Delivered
O04306,2024-11-19,C0114,Debit Card,Delivered
O04307,2026-05-18,C0026,UPI,Delivered
O04308,2024-06-16,C0783,Net Banking,Delivered
O04309,2025-11-18,C0499,UPI,Delivered
O04310,2024-11-05,C0508,UPI,Cancelled
O04311,2026-03-13,C0545,Net Banking,Delivered
O04312,2025-04-23,C0062,Debit Card,Delivered
O04313,2024-02-25,C0229,Credit Card,Delivered
O04314,2025-09-11,C0815,UPI,Delivered
O04315,2025-04-17,C0607,Debit Card,Delivered
O04316,2024-10-22,C0035,Credit Card,Delivered
O04317,2025-04-05,C0705,UPI,Returned
O04318,2024-11-19,C0456,Debit Card,Delivered
O04319,2026-03-24,C0588,Credit Card,Delivered
O04320,2026-04-25,C0891,UPI,Delivered
O04321,2024-05-20,C0502,COD,Delivered
O04322,2025-10-28,C0761,Net Banking,Delivered
O04323,2024-09-18,C0595,UPI,Delivered
O04324,2026-02-23,C0025,Credit Card,Cancelled
O04325,2025-02-23,C0569,UPI,Delivered
O04326,2026-01-13,C0032,Net Banking,Delivered
O04327,2024-08-28,C0831,Debit Card,Delivered
O04328,2024-12-20,C0012,UPI,Delivered
O04329,2026-04-28,C0319,UPI,Delivered
O04330,2026-02-08,C0845,UPI,Delivered
O04331,2026-01-30,C0604,Credit Card,Delivered
O04332,2025-08-11,C0001,Debit Card,Delivered
O04333,2024-06-28,C0435,UPI,Delivered
O04334,2024-03-06,C0838,UPI,Delivered
O04335,2026-03-30,C0136,UPI,Delivered
O04336,2024-12-13,C0196,UPI,Delivered
O04337,2024-06-19,C0133,Credit Card,Delivered
O04338,2025-04-18,C0985,Credit Card,Delivered
O04339,2025-06-17,C0086,Debit Card,Delivered
O04340,2025-01-01,C0476,COD,Delivered
O04341,2024-04-16,C0807,COD,Delivered
O04342,2025-03-14,C0791,Credit Card,Delivered
O04343,2026-04-14,C0324,Debit Card,Delivered
O04344,2024-08-14,C0180,COD,Delivered
O04345,2025-03-19,C0516,UPI,Delivered
O04346,2025-03-17,C0638,UPI,Delivered
O04347,2025-01-30,C0175,UPI,Delivered
O04348,2025-12-28,C0763,Credit Card,Delivered
O04349,2025-08-03,C0021,Net Banking,Delivered
O04350,2024-03-24,C0997,Credit Card,Delivered
O04351,2025-09-06,C0952,Credit Card,Cancelled
O04352,2025-07-04,C0105,Credit Card,Cancelled
O04353,2024-01-13,C0578,UPI,Delivered
O04354,2026-03-19,C0443,UPI,Delivered
O04355,2026-04-04,C0775,UPI,Delivered
O04356,2025-11-23,C0049,UPI,Delivered
O04357,2025-05-07,C0528,Net Banking,Returned
O04358,2024-09-24,C0145,Net Banking,Delivered
O04359,2025-06-08,C0340,Net Banking,Delivered
O04360,2024-04-29,C0762,Debit Card,Delivered
O04361,2024-12-18,C0855,Net Banking,Delivered
O04362,2024-02-26,C0354,Debit Card,Delivered
O04363,2024-02-09,C0075,Debit Card,Delivered
O04364,2026-06-04,C0802,Debit Card,Delivered
O04365,2024-12-01,C0929,Credit Card,Delivered
O04366,2025-10-01,C0794,Credit Card,Delivered
O04367,2024-06-21,C0578,Debit Card,Delivered
O04368,2025-06-30,C0637,UPI,Delivered
O04369,2024-09-15,C0319,Credit Card,Delivered
O04370,2026-06-06,C0087,Credit Card,Delivered
O04371,2025-05-31,C0553,UPI,Delivered
O04372,2025-12-30,C0982,COD,Delivered
O04373,2025-06-06,C0698,UPI,Returned
O04374,2026-06-12,C0866,UPI,Delivered
O04375,2026-04-18,C0892,UPI,Cancelled
O04376,2024-04-26,C0847,Net Banking,Delivered
O04377,2024-07-02,C0778,Credit Card,Delivered
O04378,2026-06-24,C0783,Debit Card,Delivered
O04379,2026-05-23,C0042,Net Banking,Delivered
O04380,2024-04-25,C0093,UPI,Delivered
O04381,2024-06-10,C0697,UPI,Delivered
O04382,2025-08-01,C0727,UPI,Delivered
O04383,2025-12-12,C0507,Debit Card,Delivered
O04384,2025-06-26,C0529,Debit Card,Delivered
O04385,2025-08-09,C0956,UPI,Delivered
O04386,2024-08-24,C0265,UPI,Delivered
O04387,2026-04-18,C0626,UPI,Delivered
